binomial,clade1,clade2,clade4,clade7,clade8,clade9,clade
Gerbillus acticola,0,0,1,0,0,0,4
Gerbillus amoenus,0,0,1,0,0,0,4
Gerbillus andersoni,0,0,1,0,0,0,4
Gerbillus aquilus,0,0,1,0,0,0,4
Gerbillus bottai,0,0,1,0,0,0,4
Gerbillus brockmani,0,0,1,0,0,0,4
Gerbillus campestris,0,0,1,0,0,0,4
Gerbillus cheesmani,0,0,1,0,0,0,4
Gerbillus cosensis,0,0,1,0,0,0,4
Gerbillus dasyurus,0,0,1,0,0,0,4
Gerbillus dunni,0,0,1,0,0,0,4
Gerbillus famulus,0,0,1,0,0,0,4
Gerbillus floweri,0,0,1,0,0,0,4
Gerbillus gerbillus,0,0,1,0,0,0,4
Gerbillus gleadowi,0,0,1,0,0,0,4
Gerbillus grobbeni,0,0,1,0,0,0,4
Gerbillus harwoodi,0,0,1,0,0,0,4
Gerbillus henleyi,0,0,1,0,0,0,4
Gerbillus hesperinus,0,0,1,0,0,0,4
Gerbillus hoogstraali,0,0,1,0,0,0,4
Gerbillus jamesi,0,0,1,0,0,0,4
Gerbillus juliani,0,0,1,0,0,0,4
Gerbillus latastei,0,0,1,0,0,0,4
Gerbillus lowei,0,0,1,0,0,0,4
Gerbillus maghrebi,0,0,1,0,0,0,4
Gerbillus mesopotamiae,0,0,1,0,0,0,4
Gerbillus muriculus,0,0,1,0,0,0,4
Gerbillus nancillus,0,0,1,0,0,0,4
Gerbillus nanus,0,0,1,0,0,0,4
Gerbillus nigeriae,0,0,1,0,0,0,4
Gerbillus occiduus,0,0,1,0,0,0,4
Gerbillus percivali,0,0,1,0,0,0,4
Gerbillus perpallidus,0,0,1,0,0,0,4
Gerbillus poecilops,0,0,1,0,0,0,4
Gerbillus principulus,0,0,1,0,0,0,4
Gerbillus pulvinatus,0,0,1,0,0,0,4
Gerbillus pusillus,0,0,1,0,0,0,4
Gerbillus pyramidum,0,0,1,0,0,0,4
Gerbillus rosalinda,0,0,1,0,0,0,4
Gerbillus rupicola,0,0,1,0,0,0,4
Gerbillus simoni,0,0,1,0,0,0,4
Gerbillus somalicus,0,0,1,0,0,0,4
Gerbillus stigmonyx,0,0,1,0,0,0,4
Gerbillus tarabuli,0,0,1,0,0,0,4
Gerbillus watersi,0,0,1,0,0,0,4
Glaucomys sabrinus,0,0,1,0,0,0,4
Glaucomys volans,0,0,1,0,0,0,4
Glauconycteris alboguttata,0,0,0,0,0,1,9
Glauconycteris argentata,0,0,0,0,0,1,9
Glauconycteris beatrix,0,0,0,0,0,1,9
Glauconycteris curryae,0,0,0,0,0,1,9
Glauconycteris egeria,0,0,0,0,0,1,9
Glauconycteris gleni,0,0,0,0,0,1,9
Glauconycteris humeralis,0,0,0,0,0,1,9
Glauconycteris kenyacola,0,0,0,0,0,1,9
Glauconycteris machadoi,0,0,0,0,0,1,9
Glauconycteris poensis,0,0,0,0,0,1,9
Glauconycteris superba,0,0,0,0,0,1,9
Glauconycteris variegata,0,0,0,0,0,1,9
Glironia venusta,1,0,0,0,0,0,1
Glirulus japonicus,0,0,1,0,0,0,4
Glis glis,0,0,1,0,0,0,4
Glischropus javanus,0,0,0,0,0,1,9
Glischropus tylopus,0,0,0,0,0,1,9
Glossophaga commissarisi,0,0,0,0,0,1,9
Glossophaga leachii,0,0,0,0,0,1,9
Glossophaga longirostris,0,0,0,0,0,1,9
Glossophaga morenoi,0,0,0,0,0,1,9
Glossophaga soricina,0,0,0,0,0,1,9
Glyphonycteris behnii,0,0,0,0,0,1,9
Glyphonycteris daviesi,0,0,0,0,0,1,9
Glyphonycteris sylvestris,0,0,0,0,0,1,9
Glyphotes simus,0,0,1,0,0,0,4
Golunda ellioti,0,0,1,0,0,0,4
Gracilinanus aceramarcae,1,0,0,0,0,0,1
Gracilinanus agilis,1,0,0,0,0,0,1
Gracilinanus dryas,1,0,0,0,0,0,1
Gracilinanus emiliae,1,0,0,0,0,0,1
Gracilinanus marica,1,0,0,0,0,0,1
Gracilinanus microtarsus,1,0,0,0,0,0,1
Grammomys aridulus,0,0,1,0,0,0,4
Grammomys buntingi,0,0,1,0,0,0,4
Grammomys caniceps,0,0,1,0,0,0,4
Grammomys cometes,0,0,1,0,0,0,4
Grammomys dolichurus,0,0,1,0,0,0,4
Grammomys dryas,0,0,1,0,0,0,4
Grammomys gigas,0,0,1,0,0,0,4
Grammomys ibeanus,0,0,1,0,0,0,4
Grammomys kuru,0,0,1,0,0,0,4
Grammomys macmillani,0,0,1,0,0,0,4
Grammomys minnae,0,0,1,0,0,0,4
Graomys domorum,0,0,1,0,0,0,4
Graomys edithae,0,0,1,0,0,0,4
Graomys griseoflavus,0,0,1,0,0,0,4
Graphiurus angolensis,0,0,1,0,0,0,4
Graphiurus christyi,0,0,1,0,0,0,4
Graphiurus crassicaudatus,0,0,1,0,0,0,4
Graphiurus johnstoni,0,0,1,0,0,0,4
Graphiurus kelleni,0,0,1,0,0,0,4
Graphiurus lorraineus,0,0,1,0,0,0,4
Graphiurus microtis,0,0,1,0,0,0,4
Graphiurus monardi,0,0,1,0,0,0,4
Graphiurus murinus,0,0,1,0,0,0,4
Graphiurus nagtglasii,0,0,1,0,0,0,4
Graphiurus ocularis,0,0,1,0,0,0,4
Graphiurus platyops,0,0,1,0,0,0,4
Graphiurus rupicola,0,0,1,0,0,0,4
Graphiurus surdus,0,0,1,0,0,0,4
Gulo gulo,0,0,0,0,0,1,9
Gymnuromys roberti,0,0,1,0,0,0,4
Habromys chinanteco,0,0,1,0,0,0,4
Habromys delicatulus,0,0,1,0,0,0,4
Habromys ixtlani,0,0,1,0,0,0,4
Habromys lepturus,0,0,1,0,0,0,4
Habromys lophurus,0,0,1,0,0,0,4
Habromys schmidlyi,0,0,1,0,0,0,4
Habromys simulatus,0,0,1,0,0,0,4
Hadromys humei,0,0,1,0,0,0,4
Hadromys yunnanensis,0,0,1,0,0,0,4
Haeromys margarettae,0,0,1,0,0,0,4
Haeromys minahassae,0,0,1,0,0,0,4
Haeromys pusillus,0,0,1,0,0,0,4
Handleyomys alfaroi,0,0,1,0,0,0,4
Handleyomys chapmani,0,0,1,0,0,0,4
Handleyomys fuscatus,0,0,1,0,0,0,4
Handleyomys intectus,0,0,1,0,0,0,4
Handleyomys melanotis,0,0,1,0,0,0,4
Handleyomys rhabdops,0,0,1,0,0,0,4
Handleyomys rostratus,0,0,1,0,0,0,4
Handleyomys saturatior,0,0,1,0,0,0,4
Hapalemur griseus,0,0,0,1,0,0,7
Hapalemur meridionalis,0,0,0,1,0,0,7
Hapalemur occidentalis,0,0,0,1,0,0,7
Hapalomys delacouri,0,0,1,0,0,0,4
Hapalomys longicaudatus,0,0,1,0,0,0,4
Haplonycteris fischeri,0,0,0,0,0,1,9
Harpiocephalus harpia,0,0,0,0,0,1,9
Harpiola grisea,0,0,0,0,0,1,9
Harpiola isodon,0,0,0,0,0,1,9
Harpyionycteris celebensis,0,0,0,0,0,1,9
Harpyionycteris whiteheadi,0,0,0,0,0,1,9
Heimyscus fumosus,0,0,1,0,0,0,4
Helarctos malayanus,0,0,0,0,0,1,9
Heliophobius argenteocinereus,0,0,1,0,0,0,4
Heliosciurus gambianus,0,0,1,0,0,0,4
Heliosciurus mutabilis,0,0,1,0,0,0,4
Heliosciurus punctatus,0,0,1,0,0,0,4
Heliosciurus rufobrachium,0,0,1,0,0,0,4
Heliosciurus ruwenzorii,0,0,1,0,0,0,4
Heliosciurus undulatus,0,0,1,0,0,0,4
Helogale hirtula,0,0,0,0,0,1,9
Helogale parvula,0,0,0,0,0,1,9
Hemibelideus lemuroides,1,0,0,0,0,0,1
Hemicentetes nigriceps,0,1,0,0,0,0,2
Hemicentetes semispinosus,0,1,0,0,0,0,2
Hemiechinus auritus,0,0,0,0,1,0,8
Hemiechinus collaris,0,0,0,0,1,0,8
Hemigalus derbyanus,0,0,0,0,0,1,9
Hemitragus jemlahicus,0,0,0,0,0,1,9
Herpestes brachyurus,0,0,0,0,0,1,9
Herpestes edwardsii,0,0,0,0,0,1,9
Herpestes flavescens,0,0,0,0,0,1,9
Herpestes fuscus,0,0,0,0,0,1,9
Herpestes ichneumon,0,0,0,0,0,1,9
Herpestes javanicus,0,0,0,0,0,1,9
Herpestes naso,0,0,0,0,0,1,9
Herpestes ochraceus,0,0,0,0,0,1,9
Herpestes pulverulentus,0,0,0,0,0,1,9
Herpestes sanguineus,0,0,0,0,0,1,9
Herpestes semitorquatus,0,0,0,0,0,1,9
Herpestes smithii,0,0,0,0,0,1,9
Herpestes urva,0,0,0,0,0,1,9
Herpestes vitticollis,0,0,0,0,0,1,9
Hesperoptenus blanfordi,0,0,0,0,0,1,9
Hesperoptenus doriae,0,0,0,0,0,1,9
Hesperoptenus gaskelli,0,0,0,0,0,1,9
Hesperoptenus tickelli,0,0,0,0,0,1,9
Hesperoptenus tomesi,0,0,0,0,0,1,9
Heterocephalus glaber,0,0,1,0,0,0,4
Heterohyrax brucei,0,1,0,0,0,0,2
Heteromys anomalus,0,0,1,0,0,0,4
Heteromys australis,0,0,1,0,0,0,4
Heteromys desmarestianus,0,0,1,0,0,0,4
Heteromys gaumeri,0,0,1,0,0,0,4
Heteromys nelsoni,0,0,1,0,0,0,4
Heteromys oasicus,0,0,1,0,0,0,4
Heteromys oresterus,0,0,1,0,0,0,4
Heteromys teleus,0,0,1,0,0,0,4
Hipposideros abae,0,0,0,0,0,1,9
Hipposideros armiger,0,0,0,0,0,1,9
Hipposideros ater,0,0,0,0,0,1,9
Hipposideros beatus,0,0,0,0,0,1,9
Hipposideros bicolor,0,0,0,0,0,1,9
Hipposideros boeadii,0,0,0,0,0,1,9
Hipposideros breviceps,0,0,0,0,0,1,9
Hipposideros caffer,0,0,0,0,0,1,9
Hipposideros calcaratus,0,0,0,0,0,1,9
Hipposideros camerunensis,0,0,0,0,0,1,9
Hipposideros cervinus,0,0,0,0,0,1,9
Hipposideros cineraceus,0,0,0,0,0,1,9
Hipposideros commersoni,0,0,0,0,0,1,9
Hipposideros coronatus,0,0,0,0,0,1,9
Hipposideros corynophyllus,0,0,0,0,0,1,9
Hipposideros coxi,0,0,0,0,0,1,9
Hipposideros crumeniferus,0,0,0,0,0,1,9
Hipposideros curtus,0,0,0,0,0,1,9
Hipposideros cyclops,0,0,0,0,0,1,9
Hipposideros demissus,0,0,0,0,0,1,9
Hipposideros diadema,0,0,0,0,0,1,9
Hipposideros dinops,0,0,0,0,0,1,9
Hipposideros doriae,0,0,0,0,0,1,9
Hipposideros durgadasi,0,0,0,0,0,1,9
Hipposideros dyacorum,0,0,0,0,0,1,9
Hipposideros edwardshilli,0,0,0,0,0,1,9
Hipposideros fuliginosus,0,0,0,0,0,1,9
Hipposideros fulvus,0,0,0,0,0,1,9
Hipposideros galeritus,0,0,0,0,0,1,9
Hipposideros gigas,0,0,0,0,0,1,9
Hipposideros grandis,0,0,0,0,0,1,9
Hipposideros inexpectatus,0,0,0,0,0,1,9
Hipposideros jonesi,0,0,0,0,0,1,9
Hipposideros khaokhouayensis,0,0,0,0,0,1,9
Hipposideros lamottei,0,0,0,0,0,1,9
Hipposideros lankadiva,0,0,0,0,0,1,9
Hipposideros larvatus,0,0,0,0,0,1,9
Hipposideros lekaguli,0,0,0,0,0,1,9
Hipposideros lylei,0,0,0,0,0,1,9
Hipposideros macrobullatus,0,0,0,0,0,1,9
Hipposideros madurae,0,0,0,0,0,1,9
Hipposideros maggietaylorae,0,0,0,0,0,1,9
Hipposideros marisae,0,0,0,0,0,1,9
Hipposideros megalotis,0,0,0,0,0,1,9
Hipposideros muscinus,0,0,0,0,0,1,9
Hipposideros nequam,0,0,0,0,0,1,9
Hipposideros obscurus,0,0,0,0,0,1,9
Hipposideros orbiculus,0,0,0,0,0,1,9
Hipposideros papua,0,0,0,0,0,1,9
Hipposideros pelingensis,0,0,0,0,0,1,9
Hipposideros pomona,0,0,0,0,0,1,9
Hipposideros pratti,0,0,0,0,0,1,9
Hipposideros pygmaeus,0,0,0,0,0,1,9
Hipposideros ridleyi,0,0,0,0,0,1,9
Hipposideros rotalis,0,0,0,0,0,1,9
Hipposideros ruber,0,0,0,0,0,1,9
Hipposideros scutinares,0,0,0,0,0,1,9
Hipposideros semoni,0,0,0,0,0,1,9
Hipposideros sorenseni,0,0,0,0,0,1,9
Hipposideros speoris,0,0,0,0,0,1,9
Hipposideros stenotis,0,0,0,0,0,1,9
Hipposideros sumbae,0,0,0,0,0,1,9
Hipposideros thomensis,0,0,0,0,0,1,9
Hipposideros turpis,0,0,0,0,0,1,9
Hipposideros vittatus,0,0,0,0,0,1,9
Hipposideros wollastoni,0,0,0,0,0,1,9
Histiotus alienus,0,0,0,0,0,1,9
Histiotus humboldti,0,0,0,0,0,1,9
Histiotus laephotis,0,0,0,0,0,1,9
Histiotus macrotus,0,0,0,0,0,1,9
Histiotus magellanicus,0,0,0,0,0,1,9
Histiotus montanus,0,0,0,0,0,1,9
Histiotus velatus,0,0,0,0,0,1,9
Hodomys alleni,0,0,1,0,0,0,4
Holochilus brasiliensis,0,0,1,0,0,0,4
Holochilus chacarius,0,0,1,0,0,0,4
Holochilus sciureus,0,0,1,0,0,0,4
Hoolock hoolock,0,0,0,1,0,0,7
Hoplomys gymnurus,0,0,1,0,0,0,4
Hybomys badius,0,0,1,0,0,0,4
Hybomys basilii,0,0,1,0,0,0,4
Hybomys lunaris,0,0,1,0,0,0,4
Hybomys planifrons,0,0,1,0,0,0,4
Hybomys trivirgatus,0,0,1,0,0,0,4
Hybomys univittatus,0,0,1,0,0,0,4
Hydrochoerus hydrochaeris,0,0,1,0,0,0,4
Hydrochoerus isthmius,0,0,1,0,0,0,4
Hydromys chrysogaster,0,0,1,0,0,0,4
Hydromys hussoni,0,0,1,0,0,0,4
Hydromys neobritannicus,0,0,1,0,0,0,4
Hydromys ziegleri,0,0,1,0,0,0,4
Hydropotes inermis,0,0,0,0,0,1,9
Hyladelphys kalinowskii,1,0,0,0,0,0,1
Hylaeamys acritus,0,0,1,0,0,0,4
Hylaeamys laticeps,0,0,1,0,0,0,4
Hylaeamys megacephalus,0,0,1,0,0,0,4
Hylaeamys oniscus,0,0,1,0,0,0,4
Hylaeamys perenensis,0,0,1,0,0,0,4
Hylaeamys tatei,0,0,1,0,0,0,4
Hylaeamys yunganus,0,0,1,0,0,0,4
Hylobates agilis,0,0,0,1,0,0,7
Hylobates albibarbis,0,0,0,1,0,0,7
Hylobates lar,0,0,0,1,0,0,7
Hylobates muelleri,0,0,0,1,0,0,7
Hylochoerus meinertzhageni,0,0,0,0,0,1,9
Hylomys megalotis,0,0,0,0,1,0,8
Hylomys parvus,0,0,0,0,1,0,8
Hylomys suillus,0,0,0,0,1,0,8
Hylomyscus aeta,0,0,1,0,0,0,4
Hylomyscus alleni,0,0,1,0,0,0,4
Hylomyscus baeri,0,0,1,0,0,0,4
Hylomyscus carillus,0,0,1,0,0,0,4
Hylomyscus denniae,0,0,1,0,0,0,4
Hylomyscus grandis,0,0,1,0,0,0,4
Hylomyscus parvus,0,0,1,0,0,0,4
Hylomyscus stella,0,0,1,0,0,0,4
Hylonycteris underwoodi,0,0,0,0,0,1,9
Hylopetes alboniger,0,0,1,0,0,0,4
Hylopetes bartelsi,0,0,1,0,0,0,4
Hylopetes nigripes,0,0,1,0,0,0,4
Hylopetes phayrei,0,0,1,0,0,0,4
Hylopetes platyurus,0,0,1,0,0,0,4
Hylopetes sipora,0,0,1,0,0,0,4
Hylopetes spadiceus,0,0,1,0,0,0,4
Hylopetes winstoni,0,0,1,0,0,0,4
Hyomys dammermani,0,0,1,0,0,0,4
Hyomys goliath,0,0,1,0,0,0,4
Hyosciurus heinrichi,0,0,1,0,0,0,4
Hyosciurus ileile,0,0,1,0,0,0,4
Hyperacrius fertilis,0,0,1,0,0,0,4
Hyperacrius wynnei,0,0,1,0,0,0,4
Hypsignathus monstrosus,0,0,0,0,0,1,9
Hypsiprymnodon moschatus,1,0,0,0,0,0,1
Hystrix africaeaustralis,0,0,1,0,0,0,4
Hystrix brachyura,0,0,1,0,0,0,4
Hystrix crassispinis,0,0,1,0,0,0,4
Hystrix cristata,0,0,1,0,0,0,4
Hystrix indica,0,0,1,0,0,0,4
Hystrix javanica,0,0,1,0,0,0,4
Hystrix pumila,0,0,1,0,0,0,4
Hystrix sumatrae,0,0,1,0,0,0,4
Ia io,0,0,0,0,0,1,9
Ichneumia albicauda,0,0,0,0,0,1,9
Ichthyomys hydrobates,0,0,1,0,0,0,4
Ichthyomys pittieri,0,0,1,0,0,0,4
Ichthyomys stolzmanni,0,0,1,0,0,0,4
Ichthyomys tweedii,0,0,1,0,0,0,4
Ictonyx striatus,0,0,0,0,0,1,9
Idionycteris phyllotis,0,0,0,0,0,1,9
Idiurus macrotis,0,0,1,0,0,0,4
Idiurus zenkeri,0,0,1,0,0,0,4
Iomys horsfieldii,0,0,1,0,0,0,4
Iomys sipora,0,0,1,0,0,0,4
Irenomys tarsalis,0,0,1,0,0,0,4
Isoodon macrourus,1,0,0,0,0,0,1
Isothrix barbarabrownae,0,0,0,0,0,0,0
Isothrix bistriata,0,0,1,0,0,0,4
Isothrix negrensis,0,0,1,0,0,0,4
Isothrix pagurus,0,0,1,0,0,0,4
Isothrix sinnamariensis,0,0,1,0,0,0,4
Isthmomys flavidus,0,0,1,0,0,0,4
Isthmomys pirrensis,0,0,1,0,0,0,4
Jaculus blanfordi,0,0,1,0,0,0,4
Jaculus jaculus,0,0,1,0,0,0,4
Jaculus orientalis,0,0,1,0,0,0,4
Juliomys pictipes,0,0,1,0,0,0,4
Juliomys rimofrons,0,0,1,0,0,0,4
Juscelinomys huanchacae,0,0,1,0,0,0,4
Kadarsanomys sodyi,0,0,1,0,0,0,4
Kannabateomys amblyonyx,0,0,1,0,0,0,4
Kerivoula africana,0,0,0,0,0,1,9
Kerivoula agnella,0,0,0,0,0,1,9
Kerivoula argentata,0,0,0,0,0,1,9
Kerivoula cuprosa,0,0,0,0,0,1,9
Kerivoula eriophora,0,0,0,0,0,1,9
Kerivoula flora,0,0,0,0,0,1,9
Kerivoula hardwickii,0,0,0,0,0,1,9
Kerivoula intermedia,0,0,0,0,0,1,9
Kerivoula kachinensis,0,0,0,0,0,1,9
Kerivoula krauensis,0,0,0,0,0,1,9
Kerivoula lanosa,0,0,0,0,0,1,9
Kerivoula lenis,0,0,0,0,0,1,9
Kerivoula minuta,0,0,0,0,0,1,9
Kerivoula muscina,0,0,0,0,0,1,9
Kerivoula myrella,0,0,0,0,0,1,9
Kerivoula papillosa,0,0,0,0,0,1,9
Kerivoula pellucida,0,0,0,0,0,1,9
Kerivoula phalaena,0,0,0,0,0,1,9
Kerivoula picta,0,0,0,0,0,1,9
Kerivoula smithii,0,0,0,0,0,1,9
Kerivoula titania,0,0,0,0,0,1,9
Kerivoula whiteheadi,0,0,0,0,0,1,9
Kerodon acrobata,0,0,1,0,0,0,4
Kerodon rupestris,0,0,1,0,0,0,4
Kobus megaceros,0,0,0,0,0,1,9
Komodomys rintjanus,0,0,1,0,0,0,4
Kunsia tomentosus,0,0,1,0,0,0,4
Laephotis angolensis,0,0,0,0,0,1,9
Laephotis botswanae,0,0,0,0,0,1,9
Laephotis namibensis,0,0,0,0,0,1,9
Laephotis wintoni,0,0,0,0,0,1,9
Lagidium viscacia,0,0,1,0,0,0,4
Lagidium wolffsohni,0,0,1,0,0,0,4
Lagorchestes conspicillatus,1,0,0,0,0,0,1
Lagostomus maximus,0,0,1,0,0,0,4
Lagothrix cana,0,0,0,1,0,0,7
Lagothrix lagotricha,0,0,0,1,0,0,7
Lagothrix lugens,0,0,0,1,0,0,7
Lagothrix poeppigii,0,0,0,1,0,0,7
Lagurus lagurus,0,0,1,0,0,0,4
Lamottemys okuensis,0,0,1,0,0,0,4
Lampronycteris brachyotis,0,0,0,0,0,1,9
Laonastes aenigmamus,0,0,1,0,0,0,4
Lariscus hosei,0,0,1,0,0,0,4
Lariscus insignis,0,0,1,0,0,0,4
Lariscus niobe,0,0,1,0,0,0,4
Lariscus obscurus,0,0,1,0,0,0,4
Lasionycteris noctivagans,0,0,0,0,0,1,9
Lasiopodomys brandtii,0,0,1,0,0,0,4
Lasiopodomys fuscus,0,0,1,0,0,0,4
Lasiopodomys mandarinus,0,0,1,0,0,0,4
Lasiurus atratus,0,0,0,0,0,1,9
Lasiurus blossevillii,0,0,0,0,0,1,9
Lasiurus borealis,0,0,0,0,0,1,9
Lasiurus castaneus,0,0,0,0,0,1,9
Lasiurus cinereus,0,0,0,0,0,1,9
Lasiurus degelidus,0,0,0,0,0,1,9
Lasiurus ebenus,0,0,0,0,0,1,9
Lasiurus ega,0,0,0,0,0,1,9
Lasiurus egregius,0,0,0,0,0,1,9
Lasiurus insularis,0,0,0,0,0,1,9
Lasiurus intermedius,0,0,0,0,0,1,9
Lasiurus minor,0,0,0,0,0,1,9
Lasiurus pfeifferi,0,0,0,0,0,1,9
Lasiurus seminolus,0,0,0,0,0,1,9
Lasiurus varius,0,0,0,0,0,1,9
Lasiurus xanthinus,0,0,0,0,0,1,9
Latidens salimalii,0,0,0,0,0,1,9
Lavia frons,0,0,0,0,0,1,9
Leggadina forresti,0,0,1,0,0,0,4
Leggadina lakedownensis,0,0,1,0,0,0,4
Leimacomys buettneri,0,0,1,0,0,0,4
Lemmiscus curtatus,0,0,1,0,0,0,4
Lemmus amurensis,0,0,1,0,0,0,4
Lemmus lemmus,0,0,1,0,0,0,4
Lemmus portenkoi,0,0,1,0,0,0,4
Lemmus sibiricus,0,0,1,0,0,0,4
Lemmus trimucronatus,0,0,1,0,0,0,4
Lemniscomys barbarus,0,0,1,0,0,0,4
Lemniscomys bellieri,0,0,1,0,0,0,4
Lemniscomys griselda,0,0,1,0,0,0,4
Lemniscomys hoogstraali,0,0,1,0,0,0,4
Lemniscomys linulus,0,0,1,0,0,0,4
Lemniscomys macculus,0,0,1,0,0,0,4
Lemniscomys mittendorfi,0,0,1,0,0,0,4
Lemniscomys rosalia,0,0,1,0,0,0,4
Lemniscomys roseveari,0,0,1,0,0,0,4
Lemniscomys striatus,0,0,1,0,0,0,4
Lemniscomys zebra,0,0,1,0,0,0,4
Lemur catta,0,0,0,1,0,0,7
Lenomys meyeri,0,0,1,0,0,0,4
Lenothrix canus,0,0,1,0,0,0,4
Lenoxus apicalis,0,0,1,0,0,0,4
Leopardus colocolo,0,0,0,0,0,1,9
Leopardus geoffroyi,0,0,0,0,0,1,9
Leopardus pardalis,0,0,0,0,0,1,9
Leopardus wiedii,0,0,0,0,0,1,9
Leopoldamys ciliatus,0,0,1,0,0,0,4
Leopoldamys edwardsi,0,0,1,0,0,0,4
Leopoldamys milleti,0,0,1,0,0,0,4
Leopoldamys neilli,0,0,1,0,0,0,4
Leopoldamys sabanus,0,0,1,0,0,0,4
Leopoldamys siporanus,0,0,1,0,0,0,4
Lepilemur aeeclis,0,0,0,1,0,0,7
Lepilemur ahmansonorum,0,0,0,1,0,0,7
Lepilemur ankaranensis,0,0,0,1,0,0,7
Lepilemur betsileo,0,0,0,1,0,0,7
Lepilemur dorsalis,0,0,0,1,0,0,7
Lepilemur edwardsi,0,0,0,1,0,0,7
Lepilemur fleuretae,0,0,0,1,0,0,7
Lepilemur grewcockorum,0,0,0,1,0,0,7
Lepilemur hubbardorum,0,0,0,1,0,0,7
Lepilemur leucopus,0,0,0,1,0,0,7
Lepilemur microdon,0,0,0,1,0,0,7
Lepilemur milanoii,0,0,0,1,0,0,7
Lepilemur mittermeieri,0,0,0,1,0,0,7
Lepilemur mustelinus,0,0,0,1,0,0,7
Lepilemur otto,0,0,0,1,0,0,7
Lepilemur petteri,0,0,0,1,0,0,7
Lepilemur randrianasoloi,0,0,0,1,0,0,7
Lepilemur ruficaudatus,0,0,0,1,0,0,7
Lepilemur sahamalazensis,0,0,0,1,0,0,7
Lepilemur seali,0,0,0,1,0,0,7
Lepilemur wrightae,0,0,0,1,0,0,7
Leptailurus serval,0,0,0,0,0,1,9
Leptomys elegans,0,0,1,0,0,0,4
Leptomys ernstmayri,0,0,1,0,0,0,4
Leptomys signatus,0,0,1,0,0,0,4
Leptonycteris curasoae,0,0,0,0,0,1,9
Leptonycteris nivalis,0,0,0,0,0,1,9
Leptonycteris yerbabuenae,0,0,0,0,0,1,9
Lepus alleni,0,0,1,0,0,0,4
Lepus americanus,0,0,1,0,0,0,4
Lepus arcticus,0,0,1,0,0,0,4
Lepus brachyurus,0,0,1,0,0,0,4
Lepus californicus,0,0,1,0,0,0,4
Lepus callotis,0,0,1,0,0,0,4
Lepus capensis,0,0,1,0,0,0,4
Lepus castroviejoi,0,0,1,0,0,0,4
Lepus comus,0,0,1,0,0,0,4
Lepus coreanus,0,0,1,0,0,0,4
Lepus corsicanus,0,0,1,0,0,0,4
Lepus europaeus,0,0,1,0,0,0,4
Lepus fagani,0,0,1,0,0,0,4
Lepus flavigularis,0,0,1,0,0,0,4
Lepus granatensis,0,0,1,0,0,0,4
Lepus habessinicus,0,0,1,0,0,0,4
Lepus hainanus,0,0,1,0,0,0,4
Lepus insularis,0,0,1,0,0,0,4
Lepus mandshuricus,0,0,1,0,0,0,4
Lepus nigricollis,0,0,1,0,0,0,4
Lepus oiostolus,0,0,1,0,0,0,4
Lepus othus,0,0,1,0,0,0,4
Lepus peguensis,0,0,1,0,0,0,4
Lepus saxatilis,0,0,1,0,0,0,4
Lepus sinensis,0,0,1,0,0,0,4
Lepus starcki,0,0,1,0,0,0,4
Lepus tibetanus,0,0,1,0,0,0,4
Lepus timidus,0,0,1,0,0,0,4
Lepus tolai,0,0,1,0,0,0,4
Lepus townsendii,0,0,1,0,0,0,4
Lepus yarkandensis,0,0,1,0,0,0,4
Lestodelphys halli,1,0,0,0,0,0,1
Lestoros inca,1,0,0,0,0,0,1
Lichonycteris obscura,0,0,0,0,0,1,9
Limnogale mergulus,0,1,0,0,0,0,2
Limnomys bryophilus,0,0,1,0,0,0,4
Limnomys sibuanus,0,0,1,0,0,0,4
Lionycteris spurrelli,0,0,0,0,0,1,9
Lissonycteris angolensis,0,0,0,0,0,1,9
Lonchophylla bokermanni,0,0,0,0,0,1,9
Lonchophylla chocoana,0,0,0,0,0,1,9
Lonchophylla concava,0,0,0,0,0,1,9
Lonchophylla handleyi,0,0,0,0,0,1,9
Lonchophylla hesperia,0,0,0,0,0,1,9
Lonchophylla mordax,0,0,0,0,0,1,9
Lonchophylla orcesi,0,0,0,0,0,1,9
Lonchophylla robusta,0,0,0,0,0,1,9
Lonchophylla thomasi,0,0,0,0,0,1,9
Lonchorhina aurita,0,0,0,0,0,1,9
Lonchorhina inusitata,0,0,0,0,0,1,9
Lonchorhina marinkellei,0,0,0,0,0,1,9
Lonchorhina orinocensis,0,0,0,0,0,1,9
Lonchothrix emiliae,0,0,1,0,0,0,4
Lontra canadensis,0,0,0,0,0,1,9
Lontra felina,0,0,0,0,0,1,9
Lontra longicaudis,0,0,0,0,0,1,9
Lontra provocax,0,0,0,0,0,1,9
Lophiomys imhausi,0,0,1,0,0,0,4
Lophocebus albigena,0,0,0,1,0,0,7
Lophocebus aterrimus,0,0,0,1,0,0,7
Lophostoma brasiliense,0,0,0,0,0,1,9
Lophostoma carrikeri,0,0,0,0,0,1,9
Lophostoma evotis,0,0,0,0,0,1,9
Lophostoma schulzi,0,0,0,0,0,1,9
Lophostoma silvicolum,0,0,0,0,0,1,9
Lophuromys brevicaudus,0,0,1,0,0,0,4
Lophuromys chrysopus,0,0,1,0,0,0,4
Lophuromys cinereus,0,0,1,0,0,0,4
Lophuromys dieterleni,0,0,1,0,0,0,4
Lophuromys eisentrauti,0,0,1,0,0,0,4
Lophuromys flavopunctatus,0,0,1,0,0,0,4
Lophuromys huttereri,0,0,1,0,0,0,4
